1,6
2,10
3,13
4,15
5,16
6,17
7,19
8,20
9,21
10,22
11,23
12,23
13,24
14,25
15,26
16,26
17,27
18,28
19,28
20,29
21,29
22,30
23,30
24,31
25,31
26,32
27,32
28,32
29,33
30,33
31,34
32,34
33,34
34,35
35,35
36,36
37,36
38,36
39,37
40,37
41,37
42,37
43,38
44,38
45,38
46,39
47,39
48,39
49,40
50,40
51,40
52,40
53,41
54,41
55,41
56,41
57,42
58,42
59,42
60,42
61,42
62,43
63,43
64,43
65,43
66,43
67,44
68,44
69,44
70,44
71,44
72,45
73,45
74,45
75,45
76,45
77,45
78,46
79,46
80,46
81,46
82,46
83,46
84,46
85,47
86,47
87,47
88,47
89,47
90,47
91,47
92,48
93,48
94,48
95,48
96,48
97,48
98,48
99,48
100,49
101,49
102,49
103,49
104,49
105,49
106,49
107,49
108,50
109,50
110,50
111,50
112,50
113,50
114,50
115,50
116,50
117,50
118,51
119,51
120,51
121,51
122,51
123,51
124,51
125,51
126,51
127,51
128,52
129,52
130,52
131,52
132,52
133,52
134,52
135,52
136,52
137,52
138,53
139,53
140,53
141,53
142,53
143,53
144,53
145,53
146,53
147,53
148,53
149,53
150,54
151,54
152,54
153,54
154,54
155,54
156,54
157,54
158,54
159,54
160,54
161,54
162,54
163,55
164,55
165,55
166,55
167,55
168,55
169,55
170,55
171,55
172,55
173,55
174,55
175,55
176,55
177,56
178,56
179,56
180,56
181,56
182,56
183,56
184,56
185,56
186,56
187,56
188,56
189,56
190,56
191,56
192,57
193,57
194,57
195,57
196,57
197,57
198,57
199,57
200,57
201,57
202,57
203,57
204,57
205,57
206,57
207,57
208,58
209,58
210,58
211,58
212,58
213,58
214,58
215,58
216,58
217,58
218,58
219,58
220,58
221,58
222,58
223,58
224,58
225,58
226,59
227,59
228,59
229,59
230,59
231,59
232,59
233,59
234,59
235,59
236,59
237,59
238,59
239,59
240,59
241,59
242,59
243,59
244,59
245,60
246,60
247,60
248,60
249,60
250,60
251,60
252,60
253,60
254,60
255,60
256,60
257,60
258,60
259,60
260,60
261,60
262,60
263,60
264,60
265,61
266,61
267,61
268,61
269,61
270,61
271,61
272,61
273,61
274,61
275,61
276,61
277,61
278,61
279,61
280,61
281,61
282,61
283,61
284,61
285,61
286,61
287,62
288,62
289,62
290,62
291,62
292,62
293,62
294,62
295,62
296,62
297,62
298,62
299,62
300,62
